,sentence,label,pred
160,"uncommonly stylish but equally silly ... the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions . ",0,"Sentence: uncommonly stylish but equally silly ... the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions .
Answer: 0"
161,not exactly the bees knees ,0,"Sentence: not exactly the bees knees  
Answer: 0"
162,"there seems to be no clear path as to where the story 's going , or how long it 's going to take to get there . ",0,"Sentence: there seems to be no clear path as to where the story 's going , or how long it 's going to take to get there .
Answer: 0"
163,"slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? ",0,"Sentence: slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ?
Answer: 0"
164,a woman 's pic directed with resonance by ilya chaiken . ,1,"Sentence: a woman 's pic directed with resonance by ilya chaiken .
Answer: 2"
165,may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen . ,0,"Sentence: may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen .
Answer: 0"
166,"characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ",0,"Sentence: characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs .
Answer: 2"
167,the end result is a film that 's neither . ,0,"Sentence: the end result is a film that 's neither .
Answer: 2"
168,manages to be sweet and wickedly satisfying at the same time . ,1,"Sentence: manages to be sweet and wickedly satisfying at the same time .
Answer: 1"
169,leigh 's film is full of memorable performances from top to bottom . ,1,"Sentence: leigh 's film is full of memorable performances from top to bottom .
Answer: 1"
170,"it 's also , clearly , great fun . ",1,"Sentence: it 's also , clearly , great fun .
Answer: 1"
171,rarely has leukemia looked so shimmering and benign . ,0,"Sentence: rarely has leukemia looked so shimmering and benign .
Answer: 1"
172,it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . ,1,"Sentence: it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel .
Answer: 1"
173,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ",0,"Sentence: determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult .
Answer: 0"
174,if you dig on david mamet 's mind tricks ... rent this movie and enjoy ! ,1,"Sentence: if you dig on david mamet 's mind tricks ... rent this movie and enjoy !
Answer: 1"
175,"bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves . ",1,"Sentence: bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves .
Answer: 1"
176,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . ",0,"Sentence: delivers the same old same old , tarted up with latin flava and turned out by hollywood playas .
Answer: 0"
177,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ",0,"Sentence: does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence .
Answer: 0"
178,it made me want to wrench my eyes out of my head and toss them at the screen . ,0,"Sentence: it made me want to wrench my eyes out of my head and toss them at the screen .
Answer: 0"
179,the film 's performances are thrilling . ,1,"Sentence: the film 's performances are thrilling .
Answer: 1"
180,"unfortunately , it 's not silly fun unless you enjoy really bad movies . ",0,"Sentence: unfortunately , it 's not silly fun unless you enjoy really bad movies .
Answer: 0"
181,it 's a bad thing when a movie has about as much substance as its end credits blooper reel . ,0,"Sentence: it 's a bad thing when a movie has about as much substance as its end credits blooper reel .
Answer: 0"
182,"i sympathize with the plight of these families , but the movie does n't do a very good job conveying the issue at hand . ",0,"Sentence: i sympathize with the plight of these families , but the movie does n't do a very good job conveying the issue at hand .
Answer: 0"
183,"the lower your expectations , the more you 'll enjoy it . ",0,"Sentence: the lower your expectations , the more you 'll enjoy it .
Answer: 1"
184,"though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . ",0,"Sentence: though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining .
Answer: 0"
185,"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . ",1,"Sentence: a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking .
Answer: 1"
186,"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ",1,"Sentence: pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical .
Answer: 1"
187,` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . ' ,1,"Sentence: ` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . '
Answer: 1"
188,"a misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment . ",0,"Sentence: a misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment .
Answer: 0"
189,"its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ? ",0,"Sentence: its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ?
Answer: 0"
190,"try as i may , i ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! ' ",0,"Sentence: try as i may , i ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! '
Answer: 0"
191,the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions . ,1,"Sentence: the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions .
Answer: 1"
